ID_Factura,Fecha_Envio,Fecha_Recepcion,Producto,Proveedor,Categoria,Subcategoria,Cantidad,Costo_Unitario,Precio_Presupuesto,Total_Compra,Ciudad_Origen,Region,Almacen_Destino,Dias_en_Transito,Estado_Entrega,Bandera_Incidencia,Nivel_Severidad,Responsable
FAC-3262,05/02/2026,06/02/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,397,693.56,695.6,275343.32,CDMX,Centro,Almacen Sur,1,Parcial,1,2.0,A. Morales
FAC-3263,27/01/2026,29/01/2026,Aceites Especial,Proveedor_Aceites_Mon,Abarrotes,Aceites,250,581.36,584.35,145340.0,Monterrey,Norte,Almacen Norte,2,Rechazado,1,4.0,A. Morales
FAC-3264,25/03/2026,27/03/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,125,573.58,586.56,71697.5,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3265,04/02/2026,10/02/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,128,22.34,23.0,2859.52,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3266,04/03/2026,09/03/2026,Bebidas Especial,Proveedor_Bebidas_Mer,Abarrotes,Bebidas,222,30.17,27.63,6697.74,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3267,24/01/2026,26/01/2026,Lácteos Especial,Proveedor_Lácteos_Mon,Perecederos,Lácteos,278,119.03,104.6,33090.34,Monterrey,Norte,Almacen Norte,2,Incidencia,1,8.0,A. Morales
FAC-3268,19/02/2026,25/02/2026,Cerdo Especial,Proveedor_Cerdo_Mer,Proteínas,Cerdo,207,138.04,135.81,28574.28,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3269,14/01/2026,16/01/2026,Bebidas Especial,Proveedor_Bebidas_Mon,Abarrotes,Bebidas,332,43.4,40.36,14408.8,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3270,06/03/2026,08/03/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,124,45.11,39.39,5593.64,Guadalajara,Occidente,Almacen Central,2,Parcial,1,3.0,A. Morales
FAC-3271,24/02/2026,26/02/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,128,168.49,166.59,21566.72,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3272,21/01/2026,23/01/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,101,69.3,63.04,6999.3,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3273,30/01/2026,31/01/2026,Bebidas Especial,Proveedor_Bebidas_Mon,Abarrotes,Bebidas,320,25.72,25.39,8230.4,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3274,05/03/2026,07/03/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,391,174.14,178.44,68088.74,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3275,17/01/2026,18/01/2026,Frutas Especial,Proveedor_Frutas_Mon,Perecederos,Frutas,164,65.48,59.81,10738.72,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3276,10/02/2026,12/02/2026,Granos Especial,Proveedor_Granos_CDM,Abarrotes,Granos,246,17.55,15.56,4317.3,CDMX,Centro,Almacen Sur,2,Parcial,1,2.0,A. Morales
FAC-3277,01/02/2026,04/02/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,295,596.7,594.97,176026.5,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3278,22/01/2026,24/01/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,347,101.62,101.93,35262.14,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3279,24/03/2026,26/03/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,21,501.29,497.67,10527.09,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3280,25/01/2026,31/01/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,319,189.98,164.65,60603.62,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3281,19/03/2026,22/03/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,116,611.5,526.74,70934.0,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3282,17/03/2026,22/03/2026,Aceites Especial,Proveedor_Aceites_Mer,Abarrotes,Aceites,310,670.81,585.71,207951.1,Merida,Sureste,Almacen Sur,5,Incidencia,1,4.0,A. Morales
FAC-3283,26/02/2026,02/03/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,234,151.1,156.06,35357.4,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3284,05/01/2026,07/01/2026,Granos Especial,Proveedor_Granos_CDM,Abarrotes,Granos,94,20.67,18.5,1942.98,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3285,25/02/2026,27/02/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,20,79.91,81.34,1598.2,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3286,15/03/2026,17/03/2026,Frutas Especial,Proveedor_Frutas_Mon,Perecederos,Frutas,73,65.66,55.71,4793.18,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3287,10/03/2026,15/03/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,55,22.5,21.62,1237.5,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3288,19/03/2026,20/03/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,204,713.29,650.8,145511.16,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3289,03/03/2026,06/03/2026,Lácteos Especial,Proveedor_Lácteos_Gua,Perecederos,Lácteos,39,52.84,47.81,2060.76,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3290,18/03/2026,20/03/2026,Frutas Especial,Proveedor_Frutas_Gua,Perecederos,Frutas,395,75.59,65.4,29858.05,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3291,19/03/2026,24/03/2026,Lácteos Especial,Proveedor_Lácteos_Mer,Perecederos,Lácteos,369,114.38,110.31,42206.22,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3292,27/03/2026,30/03/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,201,165.76,153.48,33317.76,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3293,24/03/2026,25/03/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,308,96.38,93.96,29685.04,Monterrey,Norte,Almacen Norte,1,Incidencia,1,8.0,A. Morales
FAC-3294,07/01/2026,08/01/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,63,34.54,30.87,2176.02,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3295,16/02/2026,17/02/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,58,32.12,28.85,1862.96,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3296,13/01/2026,15/01/2026,Vegetales Especial,Proveedor_Vegetales_Mon,Perecederos,Vegetales,216,38.78,39.17,8376.48,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3297,27/02/2026,02/03/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,53,37.19,38.32,1971.07,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3298,14/03/2026,20/03/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,84,166.06,152.24,13949.04,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3299,11/02/2026,15/02/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,25,194.81,173.43,4870.25,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3300,09/02/2026,10/02/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,394,102.12,92.45,40235.28,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3301,22/03/2026,23/03/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,22,16.47,16.12,362.34,Monterrey,Norte,Almacen Norte,1,Parcial,1,10.0,A. Morales
FAC-3302,12/03/2026,13/03/2026,Res Especial,Proveedor_Res_CDM,Proteínas,Res,270,164.72,149.55,44474.4,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3303,07/02/2026,08/02/2026,Res Especial,Proveedor_Res_CDM,Proteínas,Res,107,205.35,176.52,21972.45,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3304,08/02/2026,14/02/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,178,27.57,26.37,4907.46,Merida,Sureste,Almacen Sur,6,Rechazado,1,10.0,A. Morales
FAC-3305,16/03/2026,19/03/2026,Lácteos Especial,Proveedor_Lácteos_Gua,Perecederos,Lácteos,44,42.12,43.42,1853.28,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3306,24/02/2026,28/02/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,74,23.44,23.49,1734.56,Merida,Sureste,Almacen Sur,4,Parcial,1,4.0,A. Morales
FAC-3307,19/02/2026,21/02/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,201,98.13,99.77,19724.13,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3308,18/02/2026,20/02/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,32,132.46,136.3,4238.72,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3309,13/03/2026,15/03/2026,Frutas Especial,Proveedor_Frutas_CDM,Perecederos,Frutas,243,58.39,58.15,14188.77,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3310,24/01/2026,30/01/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,178,19.48,17.68,3467.44,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3311,05/01/2026,07/01/2026,Aves Especial,Proveedor_Aves_Gua,Proteínas,Aves,214,81.01,84.27,17336.14,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3312,15/02/2026,19/02/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,206,18.81,18.17,3874.86,Merida,Sureste,Almacen Sur,4,Parcial,1,2.0,A. Morales
FAC-3313,17/02/2026,18/02/2026,Lácteos Especial,Proveedor_Lácteos_CDM,Perecederos,Lácteos,292,73.23,65.8,21383.16,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3314,22/02/2026,24/02/2026,Res Especial,Proveedor_Res_CDM,Proteínas,Res,136,178.11,153.47,24222.96,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3315,20/03/2026,25/03/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,275,42.0,41.63,11550.0,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3316,20/03/2026,21/03/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,170,125.51,111.75,21336.7,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3317,03/02/2026,04/02/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,265,120.15,124.3,31839.75,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3318,18/01/2026,21/01/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,74,17.25,15.17,1276.5,Guadalajara,Occidente,Almacen Central,3,Rechazado,1,5.0,A. Morales
FAC-3319,14/01/2026,16/01/2026,Frutas Especial,Proveedor_Frutas_Mon,Perecederos,Frutas,156,68.92,67.45,10751.52,Monterrey,Norte,Almacen Norte,2,Parcial,1,10.0,A. Morales
FAC-3320,02/02/2026,08/02/2026,Frutas Especial,Proveedor_Frutas_Mer,Perecederos,Frutas,145,45.16,41.15,6548.2,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3321,11/02/2026,12/02/2026,Lácteos Especial,Proveedor_Lácteos_Mon,Perecederos,Lácteos,121,115.09,115.13,13925.89,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3322,17/03/2026,22/03/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,121,28.3,24.21,3424.3,Merida,Sureste,Almacen Sur,5,Parcial,1,2.0,A. Morales
FAC-3323,30/01/2026,03/02/2026,Aceites Especial,Proveedor_Aceites_Mer,Abarrotes,Aceites,145,604.76,613.58,87690.2,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3324,04/02/2026,06/02/2026,Lácteos Especial,Proveedor_Lácteos_Mon,Perecederos,Lácteos,45,91.33,85.67,4109.85,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3325,22/02/2026,26/02/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,229,158.9,158.61,36388.1,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3326,29/01/2026,31/01/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,346,17.52,15.11,6061.92,CDMX,Centro,Almacen Sur,2,Incidencia,1,1.0,A. Morales
FAC-3327,20/02/2026,21/02/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,170,520.06,498.76,88410.2,CDMX,Centro,Almacen Sur,1,Rechazado,1,5.0,A. Morales
FAC-3328,12/01/2026,13/01/2026,Res Especial,Proveedor_Res_Mon,Proteínas,Res,236,163.85,142.09,38668.6,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3329,03/01/2026,08/01/2026,Aves Especial,Proveedor_Aves_Mer,Proteínas,Aves,100,99.19,101.62,9919.0,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3330,20/01/2026,26/01/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,152,43.0,42.44,6536.0,Merida,Sureste,Almacen Sur,6,Incidencia,1,6.0,A. Morales
FAC-3331,22/02/2026,24/02/2026,Bebidas Especial,Proveedor_Bebidas_Mon,Abarrotes,Bebidas,398,38.05,33.18,15143.9,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3332,12/03/2026,15/03/2026,Vegetales Especial,Proveedor_Vegetales_Gua,Perecederos,Vegetales,111,34.16,30.75,3791.76,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3333,09/02/2026,14/02/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,189,17.38,18.18,3284.82,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3334,08/01/2026,09/01/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,187,80.07,80.04,14973.09,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3335,24/03/2026,26/03/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,121,131.0,123.84,15851.0,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3336,14/03/2026,16/03/2026,Res Especial,Proveedor_Res_Mon,Proteínas,Res,398,172.67,152.79,68722.66,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3337,30/01/2026,01/02/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,253,693.63,603.98,175488.39,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3338,14/03/2026,15/03/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,146,23.17,21.88,3382.82,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3339,23/01/2026,26/01/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,125,17.09,16.52,2136.25,Guadalajara,Occidente,Almacen Central,3,Parcial,1,7.0,A. Morales
FAC-3340,17/02/2026,21/02/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,245,183.29,175.0,44906.05,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3341,12/01/2026,13/01/2026,Aceites Especial,Proveedor_Aceites_Mon,Abarrotes,Aceites,149,441.19,459.92,65737.31,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3342,17/01/2026,19/01/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,176,41.89,42.19,7372.64,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3343,26/01/2026,29/01/2026,Cerdo Especial,Proveedor_Cerdo_Gua,Proteínas,Cerdo,22,125.43,110.39,2759.46,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3344,13/01/2026,18/01/2026,Bebidas Especial,Proveedor_Bebidas_Mer,Abarrotes,Bebidas,88,38.97,34.04,3429.36,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3345,06/02/2026,07/02/2026,Granos Especial,Proveedor_Granos_Mon,Abarrotes,Granos,396,18.18,18.32,7199.28,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3346,23/01/2026,25/01/2026,Bebidas Especial,Proveedor_Bebidas_CDM,Abarrotes,Bebidas,297,20.73,21.51,6156.81,CDMX,Centro,Almacen Sur,2,Rechazado,1,7.0,A. Morales
FAC-3347,04/01/2026,06/01/2026,Frutas Especial,Proveedor_Frutas_Gua,Perecederos,Frutas,62,60.1,52.45,3726.2,Guadalajara,Occidente,Almacen Central,2,Incidencia,1,3.0,A. Morales
FAC-3348,06/01/2026,07/01/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,319,144.95,135.3,46239.05,Monterrey,Norte,Almacen Norte,1,Incidencia,1,7.0,A. Morales
FAC-3349,17/02/2026,20/02/2026,Vegetales Especial,Proveedor_Vegetales_Gua,Perecederos,Vegetales,136,31.13,28.44,4233.68,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3350,18/01/2026,22/01/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,129,18.11,17.6,2336.19,Merida,Sureste,Almacen Sur,4,Incidencia,1,3.0,A. Morales
FAC-3351,04/02/2026,05/02/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,117,122.38,116.03,14318.46,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
FAC-3352,24/01/2026,28/01/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,223,26.68,23.0,5949.64,Merida,Sureste,Almacen Sur,4,Rechazado,1,4.0,A. Morales
FAC-3353,26/03/2026,28/03/2026,Lácteos Especial,Proveedor_Lácteos_Gua,Perecederos,Lácteos,188,51.34,52.42,9651.92,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3354,27/03/2026,31/03/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,63,206.5,178.28,13009.5,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3355,10/03/2026,12/03/2026,Lácteos Especial,Proveedor_Lácteos_Gua,Perecederos,Lácteos,95,133.83,119.79,12713.85,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3356,19/02/2026,25/02/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,67,185.42,157.8,12423.14,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3357,25/02/2026,27/02/2026,Res Especial,Proveedor_Res_CDM,Proteínas,Res,121,178.32,163.37,21576.72,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3358,18/02/2026,21/02/2026,Cerdo Especial,Proveedor_Cerdo_Gua,Proteínas,Cerdo,41,149.19,130.98,6116.79,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3359,20/01/2026,23/01/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,355,665.96,578.79,236415.8,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3360,25/02/2026,03/03/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,90,41.53,39.0,3737.7,Merida,Sureste,Almacen Sur,6,Incidencia,1,10.0,A. Morales
FAC-3361,16/01/2026,18/01/2026,Aves Especial,Proveedor_Aves_CDM,Proteínas,Aves,38,86.79,87.35,3298.02,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3362,13/01/2026,14/01/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,376,156.65,133.99,58900.4,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3363,08/02/2026,11/02/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,78,38.56,39.06,3007.68,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3364,12/02/2026,13/02/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,293,119.82,119.01,35107.26,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3365,13/03/2026,18/03/2026,Res Especial,Proveedor_Res_Mer,Proteínas,Res,321,203.68,173.76,65381.28,Merida,Sureste,Almacen Sur,5,Rechazado,1,7.0,A. Morales
FAC-3366,04/01/2026,05/01/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,35,609.8,572.55,21343.0,CDMX,Centro,Almacen Sur,1,Incidencia,1,8.0,A. Morales
FAC-3367,03/03/2026,06/03/2026,Granos Especial,Proveedor_Granos_Gua,Abarrotes,Granos,104,16.99,17.16,1766.96,Guadalajara,Occidente,Almacen Central,3,Parcial,1,7.0,A. Morales
FAC-3368,10/02/2026,12/02/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,291,151.96,153.65,44220.36,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3369,23/03/2026,25/03/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,166,146.66,140.36,24345.56,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3370,20/01/2026,24/01/2026,Vegetales Especial,Proveedor_Vegetales_Mer,Perecederos,Vegetales,332,33.56,31.61,11141.92,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3371,19/03/2026,22/03/2026,Res Especial,Proveedor_Res_Gua,Proteínas,Res,336,150.92,142.03,50709.12,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3372,17/03/2026,22/03/2026,Cerdo Especial,Proveedor_Cerdo_Mer,Proteínas,Cerdo,20,111.91,114.33,2238.2,Merida,Sureste,Almacen Sur,5,Entregado,0,,A. Morales
FAC-3373,03/01/2026,05/01/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,60,28.98,25.02,1738.8,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3374,20/03/2026,21/03/2026,Aves Especial,Proveedor_Aves_CDM,Proteínas,Aves,308,118.19,101.84,36402.52,CDMX,Centro,Almacen Sur,1,Incidencia,1,9.0,A. Morales
FAC-3375,03/02/2026,04/02/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,45,43.03,40.97,1936.35,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3376,12/02/2026,14/02/2026,Bebidas Especial,Proveedor_Bebidas_Gua,Abarrotes,Bebidas,352,22.2,21.3,7814.4,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3377,21/01/2026,22/01/2026,Bebidas Especial,Proveedor_Bebidas_CDM,Abarrotes,Bebidas,181,21.99,19.03,3980.19,CDMX,Centro,Almacen Sur,1,Rechazado,1,5.0,A. Morales
FAC-3378,21/02/2026,22/02/2026,Aceites Especial,Proveedor_Aceites_CDM,Abarrotes,Aceites,214,558.01,483.37,119414.14,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3379,21/02/2026,23/02/2026,Res Especial,Proveedor_Res_Mon,Proteínas,Res,79,175.28,154.38,13847.12,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3380,03/03/2026,05/03/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,252,31.21,29.93,7864.92,CDMX,Centro,Almacen Sur,2,Entregado,0,,A. Morales
FAC-3381,02/03/2026,03/03/2026,Vegetales Especial,Proveedor_Vegetales_CDM,Perecederos,Vegetales,354,17.61,16.92,6233.94,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3382,24/01/2026,28/01/2026,Aceites Especial,Proveedor_Aceites_Mer,Abarrotes,Aceites,242,773.26,666.03,187128.92,Merida,Sureste,Almacen Sur,4,Entregado,0,,A. Morales
FAC-3383,15/02/2026,18/02/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,144,576.29,491.13,82985.76,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3384,04/02/2026,07/02/2026,Aceites Especial,Proveedor_Aceites_Gua,Abarrotes,Aceites,360,484.11,505.3,174279.6,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3385,04/01/2026,05/01/2026,Cerdo Especial,Proveedor_Cerdo_CDM,Proteínas,Cerdo,393,117.16,122.42,46043.88,CDMX,Centro,Almacen Sur,1,Entregado,0,,A. Morales
FAC-3386,13/02/2026,14/02/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,303,93.79,83.68,28418.37,Monterrey,Norte,Almacen Norte,1,Incidencia,1,8.0,A. Morales
FAC-3387,21/03/2026,27/03/2026,Bebidas Especial,Proveedor_Bebidas_Mer,Abarrotes,Bebidas,46,26.38,24.15,1213.48,Merida,Sureste,Almacen Sur,6,Parcial,1,4.0,A. Morales
FAC-3388,16/02/2026,18/02/2026,Cerdo Especial,Proveedor_Cerdo_Gua,Proteínas,Cerdo,69,134.4,120.06,9273.6,Guadalajara,Occidente,Almacen Central,2,Entregado,0,,A. Morales
FAC-3389,19/02/2026,25/02/2026,Granos Especial,Proveedor_Granos_Mer,Abarrotes,Granos,315,19.36,20.37,6098.4,Merida,Sureste,Almacen Sur,6,Entregado,0,,A. Morales
FAC-3390,26/03/2026,28/03/2026,Aves Especial,Proveedor_Aves_Mon,Proteínas,Aves,298,88.47,83.7,26364.06,Monterrey,Norte,Almacen Norte,2,Entregado,0,,A. Morales
FAC-3391,08/02/2026,11/02/2026,Frutas Especial,Proveedor_Frutas_Gua,Perecederos,Frutas,215,58.69,57.59,12618.35,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3392,30/01/2026,02/02/2026,Frutas Especial,Proveedor_Frutas_Gua,Perecederos,Frutas,376,44.92,39.9,16889.92,Guadalajara,Occidente,Almacen Central,3,Entregado,0,,A. Morales
FAC-3393,24/01/2026,25/01/2026,Cerdo Especial,Proveedor_Cerdo_Mon,Proteínas,Cerdo,27,134.31,134.1,3626.37,Monterrey,Norte,Almacen Norte,1,Entregado,0,,A. Morales
